TYPE,USAGE_NUMBER,SPLIT_NUMBER,SPLIT_CROSSREF,REFERENCE,DETAILS,USER_NAME,DATE,AMOUNT,FOREIGN_AMOUNT,DELETED_FLAG,CIS_VAT,RECORD_CREATE_DATE,RECORD_MODIFY_DATE,RECORD_DELETED
SR,3127,3096,3808,4610,£ 36.00 (£ 36.00) from SR 71034,Judith,2016-08-31,36.0,36.0,0,0.0,2016-08-31 10:56:14,2019-01-25 14:31:07,0
SR,3128,3097,3885,"4562,4593,4609",£ 738.13 (€ 890.00) from SR 71111,Judith,2016-08-26,738.13,890.0,0,0.0,2016-08-31 13:00:14,2019-01-25 14:31:07,0
SR,3129,3098,3885,"4562,4593,4609",£ 99.52 (€ 120.00) from SR 71111,Judith,2016-08-26,99.52000000000001,120.0,0,0.0,2016-08-31 13:00:14,2019-01-25 14:31:07,0
SI,3130,3099,732,4456,£ 2570.39 (€ 3269.64) to SI 67142,Judith,2016-07-29,2570.3900000000003,3269.6400000000003,0,0.0,2016-07-29 14:57:02,2019-01-25 14:31:07,0
SI,3131,3099,3100,REVAL,£ 141.32 (€ 0.00) to SI 70326,Judith,2016-07-29,141.32,0.0,0,0.0,2016-07-29 14:57:02,2019-01-25 14:31:07,0
SI,3132,3099,733,4456,£ 4893.71 (€ 6225.00) to SI 67143,Judith,2016-07-29,4893.71,6225.0,0,0.0,2016-07-29 14:57:02,2019-01-25 14:31:07,0
SI,3133,3099,3101,REVAL,£ 269.05 (€ 0.00) to SI 70327,Judith,2016-07-29,269.05,0.0,0,0.0,2016-07-29 14:57:02,2019-01-25 14:31:07,0
SI,3134,3099,734,4456,£ 393.07 (€ 500.00) to SI 67144,Judith,2016-07-29,393.07,500.0,0,0.0,2016-07-29 14:57:03,2019-01-25 14:31:07,0
SI,3135,3099,3102,REVAL,£ 21.61 (€ 0.00) to SI 70328,Judith,2016-07-29,21.61,0.0,0,0.0,2016-07-29 14:57:03,2019-01-25 14:31:07,0
SI,3136,3099,1969,4548,£ 4.09 (€ 5.36) to SI 69195,Judith,2016-07-29,4.09,5.36,0,0.0,2016-07-29 14:57:03,2019-01-25 14:31:07,0
SI,3137,3099,3103,REVAL,£ 0.35 (€ 0.00) to SI 70329,Judith,2016-07-29,0.35,0.0,0,0.0,2016-07-29 14:57:03,2019-01-25 14:31:07,0
SR,3138,3100,3099,part 4456,£ 141.32 (€ 0.00) from SR 70325,Judith,2016-07-29,141.32,0.0,0,0.0,2016-07-29 14:57:02,2019-01-25 14:31:07,0
SR,3139,3101,3099,part 4456,£ 269.05 (€ 0.00) from SR 70325,Judith,2016-07-29,269.05,0.0,0,0.0,2016-07-29 14:57:02,2019-01-25 14:31:07,0
SR,3140,3102,3099,part 4456,£ 21.61 (€ 0.00) from SR 70325,Judith,2016-07-29,21.61,0.0,0,0.0,2016-07-29 14:57:03,2019-01-25 14:31:07,0
SR,3141,3103,3099,part 4456,£ 0.35 (€ 0.00) from SR 70325,Judith,2016-07-29,0.35,0.0,0,0.0,2016-07-29 14:57:03,2019-01-25 14:31:07,0
SI,3142,3104,1969,4548,£ 3039.41 (€ 3984.64) to SI 69195,Judith,2016-07-14,3039.41,3984.6400000000003,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SI,3143,3104,3105,REVAL,£ 265.29 (€ 0.00) to SI 70331,Judith,2016-07-14,265.29,0.0,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SI,3144,3104,1970,4548,£ 3798.66 (€ 4980.00) to SI 69196,Judith,2016-07-14,3798.66,4980.0,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SI,3145,3104,3106,REVAL,£ 331.55 (€ 0.00) to SI 70332,Judith,2016-07-14,331.55,0.0,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SI,3146,3104,1971,4548,£ 789.75 (€ 1035.36) to SI 69197,Judith,2016-07-14,789.75,1035.3600000000001,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SI,3147,3104,3107,REVAL,£ 68.93 (€ 0.00) to SI 70333,Judith,2016-07-14,68.92999999999999,0.0,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SR,3148,3105,3104,4548 part,£ 265.29 (€ 0.00) from SR 70330,Judith,2016-07-14,265.29,0.0,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SR,3149,3106,3104,4548 part,£ 331.55 (€ 0.00) from SR 70330,Judith,2016-07-14,331.55,0.0,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SR,3150,3107,3104,4548 part,£ 68.93 (€ 0.00) from SR 70330,Judith,2016-07-14,68.92999999999999,0.0,0,0.0,2016-07-29 15:29:43,2019-01-25 14:31:07,0
SI,3151,3108,2312,4549,£ 1670.49 (€ 2190.00) to SI 69538,Judith,2016-07-11,1670.4900000000002,2190.0,0,0.0,2016-07-29 15:56:38,2019-01-25 14:31:07,0
SI,3152,3108,3109,REVAL,£ 145.81 (€ 0.00) to SI 70335,Judith,2016-07-11,145.81,0.0,0,0.0,2016-07-29 15:56:38,2019-01-25 14:31:07,0
SI,3153,3108,2313,4549,£ 6471.45 (€ 8484.00) to SI 69539,Judith,2016-07-11,6471.45,8484.0,0,0.0,2016-07-29 15:56:38,2019-01-25 14:31:07,0
SI,3154,3108,3110,REVAL,£ 564.83 (€ 0.00) to SI 70336,Judith,2016-07-11,564.83,0.0,0,0.0,2016-07-29 15:56:38,2019-01-25 14:31:07,0
SR,3155,3109,3108,4549,£ 145.81 (€ 0.00) from SR 70334,Judith,2016-07-11,145.81,0.0,0,0.0,2016-07-29 15:56:38,2019-01-25 14:31:07,0
SR,3156,3110,3108,4549,£ 564.83 (€ 0.00) from SR 70334,Judith,2016-07-11,564.83,0.0,0,0.0,2016-07-29 15:56:38,2019-01-25 14:31:07,0
SI,3157,3111,2772,4599,£ 572.26 (€ 690.00) to SI 69998,Judith,2016-07-18,572.26,690.0,0,0.0,2016-07-29 15:58:57,2019-01-25 14:31:07,0
SI,3158,3111,2773,4599,£ 717.39 (€ 865.00) to SI 69999,Judith,2016-07-18,717.39,865.0,0,0.0,2016-07-29 15:58:57,2019-01-25 14:31:07,0
SI,3159,3112,2773,4599,£ 0.01 (€ 0.00) to SI 69999,Judith,2016-07-18,0.01,0.0,0,0.0,2016-07-29 15:58:57,2019-01-25 14:31:07,0
SI,3160,3113,1952,4536,£ 324.18 (€ 425.00) to SI 69178,Judith,2016-07-18,324.18,425.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
SI,3161,3113,3114,REVAL,£ 28.30 (€ 0.00) to SI 70340,Judith,2016-07-18,28.3,0.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
SI,3162,3113,1953,4536,£ 617.85 (€ 810.00) to SI 69179,Judith,2016-07-18,617.85,810.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
SI,3163,3113,3115,REVAL,£ 53.93 (€ 0.00) to SI 70341,Judith,2016-07-18,53.92999999999999,0.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
SI,3164,3113,1954,4536,£ 1334.87 (€ 1750.00) to SI 69180,Judith,2016-07-18,1334.8700000000001,1750.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
SI,3165,3113,3116,REVAL,£ 116.51 (€ 0.00) to SI 70342,Judith,2016-07-18,116.50999999999999,0.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
SR,3166,3114,3113,4536,£ 28.30 (€ 0.00) from SR 70339,Judith,2016-07-18,28.3,0.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
SR,3167,3115,3113,4536,£ 53.93 (€ 0.00) from SR 70339,Judith,2016-07-18,53.92999999999999,0.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
SR,3168,3116,3113,4536,£ 116.51 (€ 0.00) from SR 70339,Judith,2016-07-18,116.50999999999999,0.0,0,0.0,2016-07-29 15:59:54,2019-01-25 14:31:07,0
PI,3169,3117,1904,18578,£ 5720.87 (€ 7500.00) to PI 69130,Judith,2016-07-07,5720.87,7500.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3170,3117,3118,REVAL,£ 499.32 (€ 0.00) to PI 70344,Judith,2016-07-07,499.32,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3171,3117,1905,18578,£ 16.21 (€ 21.25) to PI 69131,Judith,2016-07-07,16.21,21.25,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3172,3117,3119,REVAL,£ 1.41 (€ 0.00) to PI 70345,Judith,2016-07-07,1.41,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3173,3117,2608,18613,£ 94.74 (€ 124.20) to PI 69834,Judith,2016-07-07,94.74,124.2,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3174,3117,3120,REVAL,£ 8.27 (€ 0.00) to PI 70346,Judith,2016-07-07,8.27,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3175,3117,2609,18613,£ 278.57 (€ 365.20) to PI 69835,Judith,2016-07-07,278.57,365.2,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3176,3117,3121,REVAL,£ 24.31 (€ 0.00) to PI 70347,Judith,2016-07-07,24.31,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3177,3117,2610,18613,£ 278.57 (€ 365.20) to PI 69836,Judith,2016-07-07,278.57,365.2,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3178,3117,3122,REVAL,£ 24.31 (€ 0.00) to PI 70348,Judith,2016-07-07,24.31,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3179,3117,2611,18613,£ 13.30 (€ 17.43) to PI 69837,Judith,2016-07-07,13.3,17.43,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3180,3117,3123,REVAL,£ 1.16 (€ 0.00) to PI 70349,Judith,2016-07-07,1.16,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PP,3181,3118,3117,bacs,£ 499.32 (€ 0.00) from PP 70343,Judith,2016-07-07,499.32,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PP,3182,3119,3117,bacs,£ 1.41 (€ 0.00) from PP 70343,Judith,2016-07-07,1.41,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PP,3183,3120,3117,bacs,£ 8.27 (€ 0.00) from PP 70343,Judith,2016-07-07,8.27,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PP,3184,3121,3117,bacs,£ 24.31 (€ 0.00) from PP 70343,Judith,2016-07-07,24.31,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PP,3185,3122,3117,bacs,£ 24.31 (€ 0.00) from PP 70343,Judith,2016-07-07,24.31,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PP,3186,3123,3117,bacs,£ 1.16 (€ 0.00) from PP 70343,Judith,2016-07-07,1.16,0.0,0,0.0,2016-07-29 16:02:58,2019-01-25 14:31:07,0
PI,3187,3124,3163,18657,£ 1220.65 (€ 1471.80) to PI 70389,Olia,2016-07-12,1220.65,1471.8,0,0.0,2016-11-09 14:20:00,2019-01-25 14:31:07,0
PI,3188,3124,3164,18657,£ 14.71 (€ 17.74) to PI 70390,Olia,2016-07-12,14.709999999999999,17.740000000000002,0,0.0,2016-11-09 14:20:00,2019-01-25 14:31:07,0
PI,3189,3132,1804,18436,£ 1336.91 (€ 1705.10) to PI 69030,Judith,2016-07-08,1336.91,1705.1,0,0.0,2016-07-29 16:17:03,2019-01-25 14:31:07,0
PI,3190,3132,3133,REVAL,£ 77.23 (€ 0.00) to PI 70359,Judith,2016-07-08,77.22999999999999,0.0,0,0.0,2016-07-29 16:17:03,2019-01-25 14:31:07,0
PP,3191,3133,3132,bacs,£ 77.23 (€ 0.00) from PP 70358,Judith,2016-07-08,77.22999999999999,0.0,0,0.0,2016-07-29 16:17:03,2019-01-25 14:31:07,0
SI,3192,3134,1795,4533,£ 626.39 ($ 915.00) to SI 69021,Judith,2016-07-11,626.39,915.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SI,3193,3134,3135,REVAL,£ 56.97 ($ 0.00) to SI 70361,Judith,2016-07-11,56.970000000000006,0.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SI,3194,3134,1796,4533,£ 838.62 ($ 1225.00) to SI 69022,Judith,2016-07-11,838.6200000000001,1225.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SI,3195,3134,3136,REVAL,£ 76.26 ($ 0.00) to SI 70362,Judith,2016-07-11,76.26,0.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SI,3196,3134,1965,4545,£ 626.37 ($ 915.00) to SI 69191,Judith,2016-07-11,626.37,915.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SI,3197,3134,3137,REVAL,£ 56.99 ($ 0.00) to SI 70363,Judith,2016-07-11,56.989999999999995,0.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SI,3198,3134,1966,4545,£ 838.59 ($ 1225.00) to SI 69192,Judith,2016-07-11,838.5899999999999,1225.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SI,3199,3134,3138,REVAL,£ 76.27 ($ 0.00) to SI 70364,Judith,2016-07-11,76.27000000000001,0.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SR,3200,3135,3134,"4533,4545",£ 56.97 ($ 0.00) from SR 70360,Judith,2016-07-11,56.970000000000006,0.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SR,3201,3136,3134,"4533,4545",£ 76.26 ($ 0.00) from SR 70360,Judith,2016-07-11,76.26,0.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SR,3202,3137,3134,"4533,4545",£ 56.99 ($ 0.00) from SR 70360,Judith,2016-07-11,56.989999999999995,0.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
SR,3203,3138,3134,"4533,4545",£ 76.27 ($ 0.00) from SR 70360,Judith,2016-07-11,76.27000000000001,0.0,0,0.0,2016-07-29 16:31:39,2019-01-25 14:31:07,0
PI,3204,3143,1394,UNIT5,£ 2858.00 (£ 2858.00) to PI 68365,Judith,2016-07-01,2858.0,2858.0,0,0.0,2016-07-29 16:48:05,2019-01-25 14:31:07,0
SI,3205,3144,1760,4528,£ 660.00 (£ 660.00) to SI 68986,Judith,2016-07-04,660.0,660.0,0,0.0,2016-07-29 16:49:36,2019-01-25 14:31:07,0
SI,3206,3145,1793,4535,£ 1050.00 (£ 1050.00) to SI 69019,Judith,2016-07-04,1050.0,1050.0,0,0.0,2016-07-29 16:51:20,2019-01-25 14:31:07,0
PP,3207,3146,3747,bacs,£ 64.28 (£ 64.28) from PP 70973,Judith,2016-08-30,64.28,64.28,0,0.0,2016-08-30 14:46:03,2019-01-25 14:31:07,0
PP,3208,3147,3748, (BACS),£ 61.70 (£ 61.70) from PP 70974,Judith,2016-08-30,61.7,61.7,0,0.0,2016-08-30 14:46:21,2019-01-25 14:31:07,0
PP,3209,3148,3748, (BACS),£ 33.17 (£ 33.17) from PP 70974,Judith,2016-08-30,33.17,33.17,0,0.0,2016-08-30 14:46:21,2019-01-25 14:31:07,0
PP,3210,3149,3748, (BACS),£ 37.29 (£ 37.29) from PP 70974,Judith,2016-08-30,37.29,37.29,0,0.0,2016-08-30 14:46:21,2019-01-25 14:31:07,0
PP,3211,3150,3749, (BACS),£ 51.41 (£ 51.41) from PP 70975,Judith,2016-08-30,51.410000000000004,51.410000000000004,0,0.0,2016-08-30 14:46:37,2019-01-25 14:31:07,0
PP,3212,3151,3749, (BACS),£ 57.07 (£ 57.07) from PP 70975,Judith,2016-08-30,57.07000000000001,57.07000000000001,0,0.0,2016-08-30 14:46:37,2019-01-25 14:31:07,0
PP,3213,3152,3749, (BACS),£ 21.04 (£ 21.04) from PP 70975,Judith,2016-08-30,21.04,21.04,0,0.0,2016-08-30 14:46:38,2019-01-25 14:31:07,0
PP,3214,3153,3750, (BACS),£ 96.00 (£ 96.00) from PP 70976,Judith,2016-08-30,96.0,96.0,0,0.0,2016-08-30 14:46:55,2019-01-25 14:31:07,0
PP,3215,3154,3750, (BACS),£ 41.98 (£ 41.98) from PP 70976,Judith,2016-08-30,41.980000000000004,41.980000000000004,0,0.0,2016-08-30 14:46:55,2019-01-25 14:31:07,0
PP,3216,3155,3750, (BACS),£ 0.01 (£ 0.01) from PP 70976,Judith,2016-08-30,0.01,0.01,0,0.0,2016-08-30 14:46:55,2019-01-25 14:31:07,0
PP,3217,3156,3750, (BACS),£ 60.00 (£ 60.00) from PP 70976,Judith,2016-08-30,60.0,60.0,0,0.0,2016-08-30 14:46:55,2019-01-25 14:31:07,0
PP,3218,3157,3750, (BACS),£ 0.01 (£ 0.01) from PP 70976,Judith,2016-08-30,0.01,0.01,0,0.0,2016-08-30 14:46:55,2019-01-25 14:31:07,0
PP,3219,3158,3750, (BACS),£ 120.00 (£ 120.00) from PP 70976,Judith,2016-08-30,120.0,120.0,0,0.0,2016-08-30 14:46:55,2019-01-25 14:31:07,0
PP,3220,3159,6689,,£ 4543.06 (€ 5477.80) from PP 73944,Olia,2016-12-22,4543.0599999999995,5477.8,0,0.0,2017-01-04 16:04:16,2019-01-25 14:31:07,0
PP,3221,3160,3752,,£ 450.00 (£ 450.00) from PP 70978,Judith,2016-08-30,450.0,450.0,0,0.0,2016-08-30 14:47:38,2019-01-25 14:31:07,0
PP,3222,3161,3752,,£ 36.00 (£ 36.00) from PP 70978,Judith,2016-08-30,36.0,36.0,0,0.0,2016-08-30 14:47:38,2019-01-25 14:31:07,0
PP,3223,3162,4016,VISA28JUL,£ 139.99 (£ 139.99) from PP 71243,Judith,2016-08-08,139.99,139.99,0,0.0,2016-09-12 11:45:10,2019-01-25 14:31:07,0
PA,3224,3163,3124,bacs,£ 1220.65 (€ 1471.80) from PA 70350,Olia,2016-07-12,1220.65,1471.8,0,0.0,2016-11-09 14:20:00,2019-01-25 14:31:07,0
PA,3225,3164,3124,bacs,£ 14.71 (€ 17.74) from PA 70350,Olia,2016-07-12,14.709999999999999,17.740000000000002,0,0.0,2016-11-09 14:20:00,2019-01-25 14:31:07,0
PP,3226,3165,3754, (BACS),£ 111.26 (£ 111.26) from PP 70980,Judith,2016-08-30,111.25999999999999,111.25999999999999,0,0.0,2016-08-30 14:48:19,2019-01-25 14:31:07,0
PP,3227,3166,3754, (BACS),£ 37.97 (£ 37.97) from PP 70980,Judith,2016-08-30,37.97,37.97,0,0.0,2016-08-30 14:48:19,2019-01-25 14:31:07,0
PP,3228,3167,3754, (BACS),£ 25.28 (£ 25.28) from PP 70980,Judith,2016-08-30,25.28,25.28,0,0.0,2016-08-30 14:48:19,2019-01-25 14:31:07,0
PP,3229,3168,3755, (BACS),£ 380.40 (£ 380.40) from PP 70981,Judith,2016-08-30,380.4,380.4,0,0.0,2016-08-30 14:48:36,2019-01-25 14:31:07,0
PP,3230,3169,3756, (BACS),£ 1199.76 (£ 1199.76) from PP 70982,Judith,2016-08-30,1199.76,1199.76,0,0.0,2016-08-30 14:48:48,2019-01-25 14:31:07,0
PP,3231,3170,3757, (BACS),£ 100.80 (£ 100.80) from PP 70983,Judith,2016-08-30,100.8,100.8,0,0.0,2016-08-30 14:49:37,2019-01-25 14:31:07,0
PP,3232,3171,3757, (BACS),£ 11.11 (£ 11.11) from PP 70983,Judith,2016-08-30,11.11,11.11,0,0.0,2016-08-30 14:49:37,2019-01-25 14:31:07,0
PP,3233,3172,3760,bacs,£ 1308.00 (£ 1308.00) from PP 70986,Judith,2016-08-30,1308.0,1308.0,0,0.0,2016-08-30 14:50:28,2019-01-25 14:31:07,0
PP,3234,3173,3760,bacs,£ 3240.00 (£ 3240.00) from PP 70986,Judith,2016-08-30,3240.0,3240.0,0,0.0,2016-08-30 14:50:28,2019-01-25 14:31:07,0
PP,3235,3174,3760,bacs,£ 204.00 (£ 204.00) from PP 70986,Judith,2016-08-30,204.0,204.0,0,0.0,2016-08-30 14:50:28,2019-01-25 14:31:07,0
PP,3236,3178,3763, (BACS),£ 180.00 (£ 180.00) from PP 70989,Judith,2016-08-30,180.0,180.0,0,0.0,2016-08-30 14:51:17,2019-01-25 14:31:07,0
PP,3237,3179,3782,d/d,£ 503.96 (£ 503.96) from PP 71008,Judith,2016-08-03,503.96000000000004,503.96000000000004,0,0.0,2016-08-31 10:15:14,2019-01-25 14:31:07,0
PP,3238,3180,3805,BACS,£ 220.03 (£ 220.03) from PP 71031,Judith,2016-08-12,220.03000000000003,220.03000000000003,0,0.0,2016-08-31 10:52:53,2019-01-25 14:31:07,0
PP,3239,3181,3280, (BACS),£ 1800.00 (£ 1800.00) from PP 70506,Judith,2016-07-05,1800.0,1800.0,0,0.0,2016-08-08 16:24:35,2019-01-25 14:31:07,0
PA,3240,3182,357,bacs,£ 0.21 (£ 0.21) from PA 60793,Judith,2016-07-25,0.21000000000000002,0.21000000000000002,0,0.0,2016-08-30 14:57:10,2019-01-25 14:31:07,0
PP,3241,3182,3772,bacs,£ 403.46 (£ 403.46) from PP 70998,Judith,2016-08-30,403.46,403.46,0,0.0,2016-08-30 14:57:10,2019-01-25 14:31:07,0
PP,3242,3183,3772,bacs,£ 59.40 (£ 59.40) from PP 70998,Judith,2016-08-30,59.4,59.4,0,0.0,2016-08-30 14:57:10,2019-01-25 14:31:07,0
PP,3243,3184,3306,dd,£ 331.52 (£ 331.52) from PP 70532,Judith,2016-07-19,331.52,331.52,0,0.0,2016-08-08 16:45:30,2019-01-25 14:31:07,0
PP,3244,3185,3775, (BACS),£ 162.00 (£ 162.00) from PP 71001,Judith,2016-08-30,162.0,162.0,0,0.0,2016-08-30 14:58:09,2019-01-25 14:31:07,0
PP,3245,3186,3775, (BACS),£ 54.00 (£ 54.00) from PP 71001,Judith,2016-08-30,54.0,54.0,0,0.0,2016-08-30 14:58:09,2019-01-25 14:31:07,0
PP,3246,3189,3773,bacs,£ 61.43 (£ 61.43) from PP 70999,Judith,2016-08-30,61.42999999999999,61.42999999999999,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3247,3190,3773,bacs,£ 78.61 (£ 78.61) from PP 70999,Judith,2016-08-30,78.61,78.61,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3248,3191,3773,bacs,£ 72.38 (£ 72.38) from PP 70999,Judith,2016-08-30,72.38,72.38,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3249,3192,3773,bacs,£ 41.45 (£ 41.45) from PP 70999,Judith,2016-08-30,41.45,41.45,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3250,3193,3800,D/D,£ 785.95 (£ 785.95) from PP 71026,Judith,2016-08-10,785.95,785.95,0,0.0,2016-08-31 10:40:28,2019-01-25 14:31:07,0
PP,3251,3194,4009,VISA,£ 110.16 (£ 110.16) from PP 71236,Judith,2016-08-08,110.16,110.16,0,0.0,2016-09-12 11:34:22,2019-01-25 14:31:07,0
PP,3252,3195,4009,VISA,£ 39.90 (£ 39.90) from PP 71236,Judith,2016-08-08,39.9,39.9,0,0.0,2016-09-12 11:34:22,2019-01-25 14:31:07,0
PP,3253,3196,3756, (BACS),£ 60.96 (£ 60.96) from PP 70982,Judith,2016-08-30,60.96,60.96,0,0.0,2016-08-30 14:48:48,2019-01-25 14:31:07,0
PP,3254,3197,3756, (BACS),£ 188.38 (£ 188.38) from PP 70982,Judith,2016-08-30,188.38,188.38,0,0.0,2016-08-30 14:48:49,2019-01-25 14:31:07,0
PP,3255,3198,3758,bacs,£ 575.48 (£ 575.48) from PP 70984,Judith,2016-08-30,575.48,575.48,0,0.0,2016-08-30 14:49:49,2019-01-25 14:31:07,0
PA,3256,3199,969,006535,£ 268.50 (£ 268.50) from PA 67940,Judith,2016-07-01,268.5,268.5,0,0.0,2016-08-09 10:24:39,2019-01-25 14:31:07,0
PP,3257,3200,3329,006539,£ 1260.00 (£ 1260.00) from PP 70555,Judith,2016-07-22,1260.0,1260.0,0,0.0,2016-08-09 10:24:39,2019-01-25 14:31:07,0
PP,3258,3201,3392,pceuro,£ 414.68 (£ 414.68) from PP 70618,Judith,2016-07-31,414.68,414.68,0,0.0,2016-08-11 11:04:18,2019-01-25 14:31:07,0
PP,3259,3202,3771, (BACS),£ 92.00 (£ 92.00) from PP 70997,Judith,2016-08-30,92.0,92.0,0,0.0,2016-08-30 14:53:24,2019-01-25 14:31:07,0
PP,3260,3203,3765, (BACS),£ 54.76 (£ 54.76) from PP 70991,Judith,2016-08-30,54.760000000000005,54.760000000000005,0,0.0,2016-08-30 14:51:53,2019-01-25 14:31:07,0
PP,3261,3204,3765, (BACS),£ 54.76 (£ 54.76) from PP 70991,Judith,2016-08-30,54.760000000000005,54.760000000000005,0,0.0,2016-08-30 14:51:53,2019-01-25 14:31:07,0
PP,3262,3205,3765, (BACS),£ 20.26 (£ 20.26) from PP 70991,Judith,2016-08-30,20.259999999999998,20.259999999999998,0,0.0,2016-08-30 14:51:53,2019-01-25 14:31:07,0
PP,3263,3206,3765, (BACS),£ 20.26 (£ 20.26) from PP 70991,Judith,2016-08-30,20.259999999999998,20.259999999999998,0,0.0,2016-08-30 14:51:53,2019-01-25 14:31:07,0
PP,3264,3207,3765, (BACS),£ 20.26 (£ 20.26) from PP 70991,Judith,2016-08-30,20.259999999999998,20.259999999999998,0,0.0,2016-08-30 14:51:53,2019-01-25 14:31:07,0
PP,3265,3208,3765, (BACS),£ 20.26 (£ 20.26) from PP 70991,Judith,2016-08-30,20.259999999999998,20.259999999999998,0,0.0,2016-08-30 14:51:53,2019-01-25 14:31:07,0
PP,3266,3209,3769,bacs,£ 600.00 (£ 600.00) from PP 70995,Judith,2016-08-30,600.0,600.0,0,0.0,2016-08-30 14:52:58,2019-01-25 14:31:07,0
PP,3267,3210,3773,bacs,£ 75.08 (£ 75.08) from PP 70999,Judith,2016-08-30,75.08,75.08,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3268,3211,3773,bacs,£ 32.14 (£ 32.14) from PP 70999,Judith,2016-08-30,32.14,32.14,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3269,3212,3773,bacs,£ 2.19 (£ 2.19) from PP 70999,Judith,2016-08-30,2.19,2.19,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3270,3213,3773,bacs,£ 93.51 (£ 93.51) from PP 70999,Judith,2016-08-30,93.51,93.51,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3271,3214,3773,bacs,£ 55.06 (£ 55.06) from PP 70999,Judith,2016-08-30,55.06,55.06,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3272,3215,3773,bacs,£ 8.05 (£ 8.05) from PP 70999,Judith,2016-08-30,8.05,8.05,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3273,3216,3773,bacs,£ 42.85 (£ 42.85) from PP 70999,Judith,2016-08-30,42.85,42.85,0,0.0,2016-08-30 14:57:29,2019-01-25 14:31:07,0
PP,3274,3221,3766, (BACS),£ 359.64 (£ 359.64) from PP 70992,Judith,2016-08-30,359.64,359.64,0,0.0,2016-08-30 14:52:12,2019-01-25 14:31:07,0
